OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2023-041E","OBJECT E","55985","US","90.25","42.02","398","176","","0","2023-03-24",""
"2023-041D","OBJECT D","55984","US","91.27","41.97","437","237","","0","2023-03-24",""
"2023-041C","OBJECT C","55983","US","93.61","42.02","457","445","","0","2023-03-24",""
"2023-041B","OBJECT B","55982","US","93.64","42.02","458","448","","0","2023-03-24",""
"2023-041A","OBJECT A","55981","US","93.62","42.02","457","446","","0","2023-03-24",""
"2011-037PU","FREGAT DEB","55980","CIS","122.01","50.40","2773","768","SMALL","0","2011-07-18",""
"2023-040B","OBJECT B","55979","CIS","92.90","97.64","494","339","","0","2023-03-23",""
"2023-040A","OBJECT A","55978","CIS","93.65","97.64","499","408","","0","2023-03-23",""
"2023-039D","OBJECT D","55976","PRC","94.78","97.42","515","501","MEDIUM","0","2023-03-22",""
"2023-039C","OBJECT C","55975","PRC","94.80","97.41","516","502","","0","2023-03-22",""
"2023-039B","OBJECT B","55974","PRC","94.81","97.41","517","502","LARGE","0","2023-03-22",""
"2023-039A","OBJECT A","55973","PRC","94.82","97.42","518","502","LARGE","0","2023-03-22",""
"2023-038C","OBJECT C","55972","TBD","347.78","26.92","19704","304","LARGE","0","2023-03-17",""
"2023-038B","SES 19","55971","SES","709.85","15.70","35756","4207","LARGE","0","2023-03-17",""
"2023-038A","SES 18","55970","SES","718.21","15.13","35723","4653","","0","2023-03-17",""
"2023-037BH","FALCON 9 DEB","55969","US","88.88","69.99","247","192","","0","2023-03-17",""
"2023-037BG","FALCON 9 DEB","55968","US","88.84","69.99","242","192","","0","2023-03-17",""
"2023-037BF","FALCON 9 DEB","55967","US","89.01","69.98","253","198","","0","2023-03-17",""
"2023-037BE","FALCON 9 DEB","55966","US","89.08","69.98","262","196","","0","2023-03-17",""
"2023-037BD","STARLINK-5894","55965","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037BC","STARLINK-5895","55964","US","90.69","70.00","316","301","","0","2023-03-17",""
"2023-037BB","STARLINK-5924","55963","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037BA","STARLINK-5906","55962","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037AZ","STARLINK-5933","55961","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037AY","STARLINK-5938","55960","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037AX","STARLINK-5929","55959","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037AW","STARLINK-5928","55958","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037AV","STARLINK-5884","55957","US","90.69","70.00","315","301","","0","2023-03-17",""
"2023-037AU","STARLINK-5883","55956","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037AT","STARLINK-5878","55955","US","90.69","70.00","314","302","","0","2023-03-17",""
"2023-037AS","STARLINK-5892","55954","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037AR","STARLINK-5889","55953","US","90.69","70.00","314","302","","0","2023-03-17",""
"2023-037AQ","STARLINK-5893","55952","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AP","STARLINK-5908","55951","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AN","STARLINK-5911","55950","US","90.69","70.00","314","302","","0","2023-03-17",""
"2023-037AM","STARLINK-5899","55949","US","90.69","70.00","314","302","","0","2023-03-17",""
"2023-037AL","STARLINK-5900","55948","US","90.69","70.00","314","302","","0","2023-03-17",""
"2023-037AK","STARLINK-5851","55947","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AJ","STARLINK-5857","55946","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AH","STARLINK-5925","55945","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AG","STARLINK-5926","55944","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AF","STARLINK-5932","55943","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AE","STARLINK-5917","55942","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AD","STARLINK-5914","55941","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037AC","STARLINK-5864","55940","US","90.69","70.00","315","303","","0","2023-03-17",""
"2023-037AB","STARLINK-5918","55939","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037AA","STARLINK-5909","55938","US","90.70","70.00","314","303","","0","2023-03-17",""
"2023-037Z","STARLINK-5913","55937","US","90.70","70.00","314","303","","0","2023-03-17",""
"2023-037Y","STARLINK-5882","55936","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037X","STARLINK-5920","55935","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037W","STARLINK-5927","55934","US","90.69","70.00","314","303","","0","2023-03-17",""
"2023-037V","STARLINK-5852","55933","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037U","STARLINK-5848","55932","US","90.68","70.00","314","302","","0","2023-03-17",""
"2023-037T","STARLINK-5897","55931","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037S","STARLINK-5896","55930","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037R","STARLINK-5898","55929","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037Q","STARLINK-5930","55928","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037P","STARLINK-5919","55927","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037N","STARLINK-5921","55926","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037M","STARLINK-5922","55925","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037L","STARLINK-5849","55924","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037K","STARLINK-5854","55923","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037J","STARLINK-5863","55922","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037H","STARLINK-5861","55921","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037G","STARLINK-5862","55920","US","90.70","70.00","315","303","","0","2023-03-17",""
"2023-037F","STARLINK-5871","55919","US","90.71","70.00","315","303","","0","2023-03-17",""
"2023-037E","STARLINK-5867","55918","US","90.71","70.00","315","303","","0","2023-03-17",""
"2023-037D","STARLINK-5855","55917","US","90.71","70.00","315","303","","0","2023-03-17",""
"2023-037C","STARLINK-5796","55916","US","90.71","70.00","315","303","","0","2023-03-17",""
"2023-037B","STARLINK-5859","55915","US","90.71","70.00","315","303","","0","2023-03-17",""
"2023-037A","STARLINK-5856","55914","US","90.71","70.00","315","304","","0","2023-03-17",""
"2023-036B","CZ-3B R/B","55913","PRC","602.43","28.49","34330","170","LARGE","0","2023-03-17",""
"2023-036A","GAOFEN 13 02","55912","PRC","631.30","28.50","35796","202","LARGE","0","2023-03-17",""
"2023-035C","OBJECT C","55910","US","96.63","44.00","600","594","LARGE","0","2023-03-16",""
"2023-035B","OBJECT B","55909","US","96.62","44.00","599","594","LARGE","0","2023-03-16",""
"2023-035A","OBJECT A","55908","US","96.66","44.18","601","596","MEDIUM","0","2023-03-16",""
"2022-156G","SLS DEB","55907","US","135.19","30.56","4302","392","MEDIUM","0","2022-11-16",""
"2022-156F","SLS DEB","55906","US","128.96","30.41","3749","405","MEDIUM","0","2022-11-16",""
"2022-156E","SLS DEB","55905","US","131.83","30.44","4014","391","SMALL","0","2022-11-16",""
"2022-156D","SLS DEB","55904","US","140.96","30.46","4796","392","SMALL","0","2022-11-16",""
"2022-156C","SLS DEB","55903","US","117.93","30.54","2823","353","MEDIUM","0","2022-11-16",""
"2022-151ABA","CZ-6A DEB","55902","PRC","100.34","98.64","842","708","SMALL","0","2022-11-11",""
"2022-151AAZ","CZ-6A DEB","55901","PRC","102.70","98.80","946","826","SMALL","0","2022-11-11",""
"2022-151AAY","CZ-6A DEB","55900","PRC","101.75","98.77","870","813","SMALL","0","2022-11-11",""
"2022-151AAX","CZ-6A DEB","55899","PRC","100.11","98.70","847","681","SMALL","0","2022-11-11",""
"2022-151AAW","CZ-6A DEB","55898","PRC","102.22","98.80","909","818","SMALL","0","2022-11-11",""
"2022-151AAV","CZ-6A DEB","55897","PRC","100.03","98.66","837","684","SMALL","0","2022-11-11",""
"2022-151AAU","CZ-6A DEB","55896","PRC","102.11","98.82","891","826","SMALL","0","2022-11-11",""
"2022-151AAT","CZ-6A DEB","55895","PRC","100.54","98.66","910","658","SMALL","0","2022-11-11",""
"2022-151AAS","CZ-6A DEB","55894","PRC","100.09","98.69","851","675","SMALL","0","2022-11-11",""
"2022-151AAR","CZ-6A DEB","55893","PRC","98.93","98.47","731","684","SMALL","0","2022-11-11",""
"2022-151AAQ","CZ-6A DEB","55892","PRC","103.68","98.80","1040","825","SMALL","0","2022-11-11",""
"2022-151AAP","CZ-6A DEB","55891","PRC","102.37","98.81","916","825","SMALL","0","2022-11-11",""
"2022-151AAN","CZ-6A DEB","55890","PRC","99.61","98.69","821","658","SMALL","0","2022-11-11",""
"2022-151AAM","CZ-6A DEB","55889","PRC","99.80","98.54","818","680","SMALL","0","2022-11-11",""
"2022-151AAL","CZ-6A DEB","55888","PRC","100.19","98.50","895","640","SMALL","0","2022-11-11",""
"2022-151AAK","CZ-6A DEB","55887","PRC","101.95","98.82","899","802","SMALL","0","2022-11-11",""
"2022-151AAJ","CZ-6A DEB","55886","PRC","101.18","98.80","856","773","SMALL","0","2022-11-11",""
"2022-151AAH","CZ-6A DEB","55885","PRC","100.07","98.65","832","692","SMALL","0","2022-11-11",""
"2022-151AAG","CZ-6A DEB","55884","PRC","102.32","98.82","910","826","SMALL","0","2022-11-11",""
"2022-151AAF","CZ-6A DEB","55883","PRC","99.41","98.80","843","618","SMALL","0","2022-11-11",""
"2022-151AAE","CZ-6A DEB","55882","PRC","102.23","98.81","904","825","SMALL","0","2022-11-11",""
"2022-151AAD","CZ-6A DEB","55881","PRC","99.94","98.71","849","662","SMALL","0","2022-11-11",""
"2022-151AAC","CZ-6A DEB","55880","PRC","99.34","98.85","833","621","SMALL","0","2022-11-11",""
"2022-151AAB","CZ-6A DEB","55879","PRC","102.19","98.79","905","820","SMALL","0","2022-11-11",""
"2022-151AAA","CZ-6A DEB","55878","PRC","99.66","98.72","868","617","SMALL","0","2022-11-11",""
"2022-151ZY","CZ-6A DEB","55876","PRC","99.84","98.71","827","675","SMALL","0","2022-11-11",""
"2022-151ZX","CZ-6A DEB","55875","PRC","102.20","98.82","901","825","SMALL","0","2022-11-11",""
"2022-151ZW","CZ-6A DEB","55874","PRC","102.61","98.79","937","827","SMALL","0","2022-11-11",""
"2022-151ZU","CZ-6A DEB","55872","PRC","102.13","98.82","890","829","SMALL","0","2022-11-11",""
"2022-151ZT","CZ-6A DEB","55871","PRC","101.91","98.82","871","828","SMALL","0","2022-11-11",""
"2022-151ZS","CZ-6A DEB","55870","PRC","100.30","98.68","841","704","SMALL","0","2022-11-11",""
"2022-151ZR","CZ-6A DEB","55869","PRC","100.18","98.70","855","679","SMALL","0","2022-11-11",""
"2022-151ZQ","CZ-6A DEB","55868","PRC","100.41","98.65","852","704","SMALL","0","2022-11-11",""
"2022-151ZP","CZ-6A DEB","55867","PRC","100.34","98.69","855","694","SMALL","0","2022-11-11",""
"2022-151ZM","CZ-6A DEB","55865","PRC","96.41","98.51","605","568","SMALL","0","2022-11-11",""
"2022-151ZL","CZ-6A DEB","55864","PRC","101.90","98.85","870","827","SMALL","0","2022-11-11",""
"2022-151ZK","CZ-6A DEB","55863","PRC","102.40","98.80","918","827","SMALL","0","2022-11-11",""
"2022-151ZJ","CZ-6A DEB","55862","PRC","101.46","98.80","829","826","SMALL","0","2022-11-11",""
"2023-034A","SHIYAN 19 (SY-19)","55861","PRC","94.71","97.47","514","495","MEDIUM","0","2023-03-15",""
"2023-033A","DRAGON CRS-27","55860","US","92.93","51.64","422","414","LARGE","0","2023-03-15",""
"2018-079HM","ATLAS 5 CENTAUR DEB","55859","US","787.49","11.05","35230","8510","","0","2018-10-17",""
"2018-079HL","ATLAS 5 CENTAUR DEB","55858","US","799.80","11.39","35808","8520","MEDIUM","0","2018-10-17",""
"2018-079HK","ATLAS 5 CENTAUR DEB","55857","US","719.87","12.51","32424","8034","","0","2018-10-17",""
"2018-079HJ","ATLAS 5 CENTAUR DEB","55856","US","756.34","12.15","33762","8478","","0","2018-10-17",""
"2018-079HH","ATLAS 5 CENTAUR DEB","55855","US","754.35","11.39","33936","8208","","0","2018-10-17",""
"2018-079HG","ATLAS 5 CENTAUR DEB","55854","US","876.33","8.66","35639","12274","","0","2018-10-17",""
"2018-079HF","ATLAS 5 CENTAUR DEB","55853","US","799.49","10.85","36308","8005","","0","2018-10-17",""
"2018-079HE","ATLAS 5 CENTAUR DEB","55852","US","698.64","11.75","31495","7911","","0","2018-10-17",""
"2018-079HD","ATLAS 5 CENTAUR DEB","55851","US","814.33","10.64","35562","9455","","0","2018-10-17",""
"2018-079HC","ATLAS 5 CENTAUR DEB","55850","US","804.24","11.19","36556","7983","","0","2018-10-17",""
"2023-032F","CZ-2C DEB","55849","PRC","96.95","97.70","730","495","SMALL","0","2023-03-13",""
"2023-032E","CZ-2C DEB","55848","PRC","96.85","97.27","722","494","SMALL","0","2023-03-13",""
"2023-032D","CZ-2C DEB","55847","PRC","95.27","97.65","606","457","SMALL","0","2023-03-13",""
"2023-032C","CZ-2C DEB","55846","PRC","95.23","97.64","573","486","LARGE","0","2023-03-13",""
"2023-032B","CZ-2C R/B","55845","PRC","95.11","97.26","591","457","MEDIUM","0","2023-03-13",""
"2023-032A","HORUS 2","55844","EGYP","94.50","97.47","502","487","LARGE","0","2023-03-13",""
"2023-031C","BREEZE-M DEB (TANK)","55843","CIS","633.17","48.74","35708","386","MEDIUM","0","2023-03-12",""
"2023-031B","BREEZE-M R/B","55842","CIS","1455.08","0.26","36452","35863","","0","2023-03-12",""
"2023-031A","LUCH (OLYMP) 2","55841","CIS","1436.96","0.22","35997","35610","","0","2023-03-12",""
"2022-124B","DRAGON ENDURANCE 2 DEB","55840","US","91.21","51.32","381","286","LARGE","0","2022-10-05",""
"2023-030D","OBJECT D","55839","PRC","102.64","99.00","888","880","LARGE","0","2023-03-09",""
"2023-030C","OBJECT C","55838","PRC","101.32","99.01","884","758","LARGE","0","2023-03-09",""
"2023-030B","OBJECT B","55837","PRC","102.58","99.00","883","879","LARGE","0","2023-03-09",""
"2023-030A","OBJECT A","55836","PRC","102.64","99.00","888","880","LARGE","0","2023-03-09",""
"2023-029AR","ONEWEB-0720","55835","UK","97.52","86.61","647","634","LARGE","0","2023-03-09",""
"2023-029AQ","ONEWEB-0675","55834","UK","96.87","86.55","617","601","LARGE","0","2023-03-09",""
"2023-029AP","ONEWEB-0674","55833","UK","96.48","86.51","600","580","LARGE","0","2023-03-09",""
"2023-029AN","ONEWEB-0673","55832","UK","96.90","86.55","618","602","MEDIUM","0","2023-03-09",""
"2023-029AM","ONEWEB-0672","55831","UK","96.47","86.51","600","579","LARGE","0","2023-03-09",""
"2023-029AL","ONEWEB-0671","55830","UK","96.89","86.55","619","601","LARGE","0","2023-03-09",""
"2023-029AK","ONEWEB-0670","55829","UK","96.48","86.51","600","580","LARGE","0","2023-03-09",""
"2023-029AJ","ONEWEB-0669","55828","UK","96.47","86.51","600","579","LARGE","0","2023-03-09",""
"2023-029AH","ONEWEB-0667","55827","UK","96.47","86.51","600","579","LARGE","0","2023-03-09",""
"2023-029AG","ONEWEB-0666","55826","UK","96.48","86.51","600","579","LARGE","0","2023-03-09",""
"2023-029AF","ONEWEB-0665","55825","UK","96.49","86.51","601","580","LARGE","0","2023-03-09",""
"2023-029AE","ONEWEB-0664","55824","UK","96.48","86.51","600","580","LARGE","0","2023-03-09",""
"2023-029AD","ONEWEB-0663","55823","UK","96.47","86.51","600","579","LARGE","0","2023-03-09",""
"2023-029AC","ONEWEB-0662","55822","UK","96.51","86.51","601","582","LARGE","0","2023-03-09",""
"2023-029AB","ONEWEB-0661","55821","UK","96.48","86.51","600","580","LARGE","0","2023-03-09",""
"2023-029AA","ONEWEB-0660","55820","UK","96.51","86.51","601","582","LARGE","0","2023-03-09",""
"2023-029Z","ONEWEB-0658","55819","UK","96.81","86.55","615","597","LARGE","0","2023-03-09",""
"2023-029Y","ONEWEB-0657","55818","UK","96.81","86.55","615","597","LARGE","0","2023-03-09",""
"2023-029X","ONEWEB-0656","55817","UK","96.47","86.51","600","579","MEDIUM","0","2023-03-09",""
"2023-029W","ONEWEB-0654","55816","UK","96.49","86.51","601","580","LARGE","0","2023-03-09",""
"2023-029V","ONEWEB-0653","55815","UK","96.52","86.51","601","583","LARGE","0","2023-03-09",""
"2023-029U","ONEWEB-0652","55814","UK","96.52","86.51","601","583","LARGE","0","2023-03-09",""
"2023-029T","ONEWEB-0650","55813","UK","96.89","86.55","618","601","LARGE","0","2023-03-09",""
"2023-029S","ONEWEB-0649","55812","UK","96.86","86.55","616","601","LARGE","0","2023-03-09",""
"2023-029R","ONEWEB-0648","55811","UK","96.51","86.51","601","582","LARGE","0","2023-03-09",""
"2023-029Q","ONEWEB-0646","55810","UK","96.93","86.56","618","604","LARGE","0","2023-03-09",""
"2023-029P","ONEWEB-0645","55809","UK","96.85","86.55","617","599","LARGE","0","2023-03-09",""
"2023-029N","ONEWEB-0644","55808","UK","96.92","86.56","618","604","LARGE","0","2023-03-09",""
"2023-029M","ONEWEB-0643","55807","UK","96.52","86.51","602","582","LARGE","0","2023-03-09",""
"2023-029L","ONEWEB-0642","55806","UK","96.91","86.56","618","603","LARGE","0","2023-03-09",""
"2023-029K","ONEWEB-0641","55805","UK","96.86","86.55","617","600","LARGE","0","2023-03-09",""
"2023-029J","ONEWEB-0640","55804","UK","96.49","86.51","600","581","LARGE","0","2023-03-09",""
"2023-029H","ONEWEB-0639","55803","UK","96.91","86.55","618","604","LARGE","0","2023-03-09",""
"2023-029G","ONEWEB-0638","55802","UK","96.51","86.51","601","582","LARGE","0","2023-03-09",""
"2023-029F","ONEWEB-0564","55801","UK","96.55","86.51","601","586","LARGE","0","2023-03-09",""
"2023-029E","ONEWEB-0563","55800","UK","96.56","86.51","601","586","LARGE","0","2023-03-09",""
"2023-029D","ONEWEB-0562","55799","UK","96.56","86.51","601","587","LARGE","0","2023-03-09",""
"2023-029C","ONEWEB-0556","55798","UK","96.55","86.51","601","586","LARGE","0","2023-03-09",""
"2023-029B","ONEWEB-0534","55797","UK","96.56","86.51","601","586","LARGE","0","2023-03-09",""
"2023-029A","ONEWEB-0530","55796","UK","96.55","86.51","601","586","LARGE","0","2023-03-09",""
"2023-028BC","STARLINK-5807","55791","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028BB","STARLINK-5813","55790","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028BA","STARLINK-5815","55789","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AZ","STARLINK-5804","55788","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AY","STARLINK-5811","55787","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AX","STARLINK-5823","55786","US","91.72","70.00","362","356","LARGE","0","2023-03-03",""
"2023-028AW","STARLINK-5818","55785","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AV","STARLINK-5797","55784","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AU","STARLINK-5825","55783","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AT","STARLINK-5826","55782","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AS","STARLINK-5820","55781","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AR","STARLINK-5819","55780","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AQ","STARLINK-5817","55779","US","91.72","70.00","362","356","LARGE","0","2023-03-03",""
"2023-028AP","STARLINK-5816","55778","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AN","STARLINK-5814","55777","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AM","STARLINK-5810","55776","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AL","STARLINK-5809","55775","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AK","STARLINK-5812","55774","US","91.73","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AJ","STARLINK-5833","55773","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AH","STARLINK-5835","55772","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AG","STARLINK-5591","55771","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AF","STARLINK-5557","55770","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AE","STARLINK-5584","55769","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AD","STARLINK-5583","55768","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AC","STARLINK-5606","55767","US","91.72","70.00","362","356","LARGE","0","2023-03-03",""
"2023-028AB","STARLINK-5599","55766","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028AA","STARLINK-5595","55765","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028Z","STARLINK-5499","55764","US","91.72","70.00","362","357","LARGE","0","2023-03-03",""
"2023-028Y","STARLINK-5593","55763","US","91.75","70.00","363","357","LARGE","0","2023-03-03",""
"2023-028X","STARLINK-5603","55762","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028W","STARLINK-5611","55761","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028V","STARLINK-5532","55760","US","91.75","70.00","363","358","LARGE","0","2023-03-03",""
"2023-028U","STARLINK-5081","55759","US","91.04","69.99","327","324","LARGE","0","2023-03-03",""
"2023-028T","STARLINK-5072","55758","US","91.90","70.00","370","365","LARGE","0","2023-03-03",""
"2023-028S","STARLINK-5544","55757","US","91.90","70.00","370","366","LARGE","0","2023-03-03",""
"2023-028R","STARLINK-5614","55756","US","91.76","70.00","364","358","LARGE","0","2023-03-03",""
"2023-028Q","STARLINK-5619","55755","US","91.72","70.00","361","357","LARGE","0","2023-03-03",""
"2023-028P","STARLINK-5612","55754","US","91.90","70.00","370","366","LARGE","0","2023-03-03",""
"2023-028N","STARLINK-5617","55753","US","91.91","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028M","STARLINK-5613","55752","US","91.90","70.00","370","365","LARGE","0","2023-03-03",""
"2023-028L","STARLINK-5577","55751","US","91.91","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028K","STARLINK-5573","55750","US","91.91","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028J","STARLINK-5560","55749","US","91.90","70.00","370","366","LARGE","0","2023-03-03",""
"2023-028H","STARLINK-5580","55748","US","91.91","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028G","STARLINK-5539","55747","US","91.91","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028F","STARLINK-5579","55746","US","91.91","70.00","371","365","LARGE","0","2023-03-03",""
"2023-028E","STARLINK-5565","55745","US","91.92","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028D","STARLINK-5601","55744","US","91.91","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028C","STARLINK-5602","55743","US","91.92","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028B","STARLINK-5594","55742","US","91.92","70.00","371","366","LARGE","0","2023-03-03",""
"2023-028A","STARLINK-5592","55741","US","91.91","70.00","371","366","LARGE","0","2023-03-03",""
"2023-027A","DRAGON ENDEAVOUR 4","55740","US","92.93","51.64","422","414","","0","2023-03-02",""
"2014-028AY","COSMOS 2499 DEB","55736","CIS","111.31","82.35","1434","1140","SMALL","0","2014-05-23",""
"2014-028AX","COSMOS 2499 DEB","55735","CIS","112.08","82.44","1465","1179","SMALL","0","2014-05-23",""
"2014-028AW","COSMOS 2499 DEB","55734","CIS","109.23","82.33","1298","1084","SMALL","0","2014-05-23",""
"2014-028AV","COSMOS 2499 DEB","55733","CIS","110.87","82.26","1497","1037","SMALL","0","2014-05-23",""
"2014-028AU","COSMOS 2499 DEB","55732","CIS","112.98","82.32","1519","1208","SMALL","0","2014-05-23",""
"2014-028AT","COSMOS 2499 DEB","55731","CIS","110.15","82.49","1322","1145","SMALL","0","2014-05-23",""
"2014-028AS","COSMOS 2499 DEB","55730","CIS","111.55","82.16","1444","1151","SMALL","0","2014-05-23",""
"2014-028AR","COSMOS 2499 DEB","55729","CIS","112.22","82.46","1507","1151","SMALL","0","2014-05-23",""
"2014-028AQ","COSMOS 2499 DEB","55728","CIS","112.27","82.35","1478","1184","SMALL","0","2014-05-23",""
"2014-028AP","COSMOS 2499 DEB","55727","CIS","112.59","82.24","1492","1199","SMALL","0","2014-05-23",""
"2014-028AN","COSMOS 2499 DEB","55726","CIS","112.26","82.32","1489","1172","SMALL","0","2014-05-23",""
"2014-028AM","COSMOS 2499 DEB","55725","CIS","111.23","82.30","1497","1070","","0","2014-05-23",""
"2014-028AL","COSMOS 2499 DEB","55724","CIS","109.21","81.91","1357","1024","SMALL","0","2014-05-23",""
"2014-028AK","COSMOS 2499 DEB","55723","CIS","113.48","82.58","1545","1227","SMALL","0","2014-05-23",""
"2014-028AJ","COSMOS 2499 DEB","55722","CIS","113.12","82.34","1523","1216","SMALL","0","2014-05-23",""
"2014-028AH","COSMOS 2499 DEB","55721","CIS","112.21","82.92","1522","1135","SMALL","0","2014-05-23",""
"2014-028AG","COSMOS 2499 DEB","55720","CIS","113.51","82.51","1503","1272","SMALL","0","2014-05-23",""
"2014-028AF","COSMOS 2499 DEB","55719","CIS","112.32","82.39","1464","1203","SMALL","0","2014-05-23",""
"2014-028AE","COSMOS 2499 DEB","55718","CIS","112.32","82.38","1499","1168","","0","2014-05-23",""
"2014-028AD","COSMOS 2499 DEB","55717","CIS","112.34","82.37","1491","1177","SMALL","0","2014-05-23",""
"2022-169E","SHIYAN 20A DEB","55716","PRC","100.78","60.00","805","786","SMALL","0","2022-12-12",""
"2023-026W","STARLINK-30062","55715","US","91.54","43.00","353","346","LARGE","0","2023-02-27",""
"2023-026V","STARLINK-30059","55714","US","91.84","43.00","366","364","LARGE","0","2023-02-27",""
"2023-026U","STARLINK-30063","55713","US","91.84","43.00","366","364","LARGE","0","2023-02-27",""
"2023-026T","STARLINK-30037","55712","US","91.88","43.00","368","366","LARGE","0","2023-02-27",""
"2023-026S","STARLINK-30048","55711","US","91.88","43.00","369","364","LARGE","0","2023-02-27",""
"2023-026R","STARLINK-30046","55710","US","91.86","43.00","366","365","LARGE","0","2023-02-27",""
"2023-026Q","STARLINK-30047","55709","US","91.85","43.00","367","364","LARGE","0","2023-02-27",""
"2023-026P","STARLINK-30058","55708","US","91.85","43.00","366","364","LARGE","0","2023-02-27",""
"2023-026N","STARLINK-30060","55707","US","91.84","43.00","366","364","LARGE","0","2023-02-27",""
"2023-026M","STARLINK-30054","55706","US","91.92","43.00","370","367","LARGE","0","2023-02-27",""
"2023-026L","STARLINK-30057","55705","US","91.84","43.00","366","364","LARGE","0","2023-02-27",""
"2023-026K","STARLINK-30051","55704","US","91.84","43.00","366","364","LARGE","0","2023-02-27",""
"2023-026J","STARLINK-30044","55703","US","91.93","43.00","371","368","LARGE","0","2023-02-27",""
"2023-026H","STARLINK-30042","55702","US","91.84","43.00","366","364","LARGE","0","2023-02-27",""
"2023-026G","STARLINK-30065","55701","US","91.85","43.01","367","364","LARGE","0","2023-02-27",""
"2023-026F","STARLINK-30064","55700","US","91.85","43.00","366","364","LARGE","0","2023-02-27",""
